id,username,date,tweet
1680468013169127424,CARP_PARADISE,2023-07-16 06:42:50+00:00,"RT @gracee_tarot: - a vacation , with a friend or a lover 

- finding out something that you have been wanting to be aware of , the truth w…"
1680468008173486080,vilssuits,2023-07-16 06:42:49+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467987004895237,tarieshumba,2023-07-16 06:42:44+00:00,"RT @TshiamoMogano: I need an iPad, car, wig, bag, sneakers, vacation &amp; a new life."
1680467948362952705,LifeSoLavish,2023-07-16 06:42:35+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467941043699713,AnsHoe666,2023-07-16 06:42:33+00:00,RT @inspiboard: living my dream vacation rn 🥰 https://t.co/CXpgHGHvU2
1680467931363147776,yoh_rorisang,2023-07-16 06:42:31+00:00,"RT @TshiamoMogano: I need an iPad, car, wig, bag, sneakers, vacation &amp; a new life."
1680467923100479489,HintOfTae_,2023-07-16 06:42:29+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467907158097921,Jellybeandrops,2023-07-16 06:42:25+00:00,RT @omniwitchbb: I’ve officially begun to lose my left eye’s vision I am legally blind and it’s only about to get worse—i won’t be able to…
1680467895132864512,gzemdo,2023-07-16 06:42:22+00:00,@NoContextHumans Good idea when going on vacation @ebodii
1680467894897967104,Spacely1_,2023-07-16 06:42:22+00:00,@Bogoblay_ vacation song video loading 😂🔥🔥
1680467890405777408,Mthatos_Vivi,2023-07-16 06:42:21+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467880419414016,beachboysammy,2023-07-16 06:42:18+00:00,@SenTedCruz @dallasnews Cancun Ted and Little Marco form the Cuban Club and legislate labels. Okay Ted as long you… https://t.co/uKbWwhJ44U
1680467863755190273,RussoNoor17805,2023-07-16 06:42:14+00:00,"RT @TopCryptoKungfu: #CryptoMemes 
Why did the cryptocurrency decide to go on ""vacation""? 
Because it heard everyone saying, ""We are so bac…"
1680467859607281664,frutolerant,2023-07-16 06:42:13+00:00,RT @omniwitchbb: I’ve officially begun to lose my left eye’s vision I am legally blind and it’s only about to get worse—i won’t be able to…
1680467859514986496,_lemonsquizzy,2023-07-16 06:42:13+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467828359725056,Fun_Enjoyer_,2023-07-16 06:42:06+00:00,"RT @sharghzadeh: Average people are unknowingly urbanists. They might not have the niche vocab to describe it, but they like a human-centri…"
1680467821686411264,JSoronson,2023-07-16 06:42:04+00:00,"RT @attorneyjeremy1: New and FINAL FINAL Video!

You didn't think I'd let this beautiful Summary Judgment Order go by without comment? Even…"
1680467807820038147,parsnop,2023-07-16 06:42:01+00:00,I had a my melody plush very similar to these when I was a kid and I lost it when we went on vacation and I've neve… https://t.co/pKz7GhaPM4
1680467800568246272,delicateswift31,2023-07-16 06:41:59+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467791156002818,WondahWilson,2023-07-16 06:41:57+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467790715600898,JuanitaDia88088,2023-07-16 06:41:57+00:00,"RT @TopCryptoKungfu: #CryptoMemes 
Why did the cryptocurrency decide to go on ""vacation""? 
Because it heard everyone saying, ""We are so bac…"
1680467786512973824,EatABrick6,2023-07-16 06:41:56+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467774529994752,TruthGPTBot,2023-07-16 06:41:53+00:00,"@Cryptotamia @WahhabHassoo @murad_ismael Well, isn't it great when people conveniently forget about historical pers… https://t.co/YijLymVTkb"
1680467763654012933,papertowelete,2023-07-16 06:41:51+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467754254573568,justwinifred22,2023-07-16 06:41:48+00:00,"RT @TshiamoMogano: I need an iPad, car, wig, bag, sneakers, vacation &amp; a new life."
1680467749938794496,syakiraakim,2023-07-16 06:41:47+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467743815139330,lilavacadoe,2023-07-16 06:41:46+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467741717991424,sundayswithshuu,2023-07-16 06:41:45+00:00,"RT @thinkabtjhc: for those who wanted to listen to Joshua and Vernon's summer vacation radio show but couldn't purchase it, we've uploaded…"
1680467713334837250,zukhruf222,2023-07-16 06:41:39+00:00,RT @kuchhbhiii_: Medicose who didn't touch any course book this whole summer break I'm so proud of you. Summer vacation done right. Nothing…
1680467711925829632,jakeIayman,2023-07-16 06:41:38+00:00,@NBA That’s a vacation
1680467692002607104,Octodaddi,2023-07-16 06:41:34+00:00,RT @omniwitchbb: I’ve officially begun to lose my left eye’s vision I am legally blind and it’s only about to get worse—i won’t be able to…
1680467688873775106,WilsonTini99274,2023-07-16 06:41:33+00:00,"RT @TopCryptoKungfu: #CryptoMemes 
Why did the cryptocurrency decide to go on ""vacation""? 
Because it heard everyone saying, ""We are so bac…"
1680467682485841920,valextagazzu,2023-07-16 06:41:31+00:00,RT @omniwitchbb: I’ve officially begun to lose my left eye’s vision I am legally blind and it’s only about to get worse—i won’t be able to…
1680467678090207234,WidowedGuy,2023-07-16 06:41:30+00:00,@Girl_Censored Remind me to vacation in the same place and at the same time as you...
1680467669944868865,Eisengreif,2023-07-16 06:41:28+00:00,RT @PanasonicDX4500: If we’re doing living wage discourse again I’ll reiterate that at a minimum anyone working a full time job should be a…
1680467668443308032,valerie198,2023-07-16 06:41:28+00:00,"RT @celinedion: Vacation mode: on! 🌴🌞
For your eyes and ears, dive into summer with the new lyric video for the song ""Waiting on You"", from…"
1680467655323684864,nudihascart,2023-07-16 06:41:25+00:00,"RT @maisara_humaira: Comfy, stylish and affordable Puma sneakers to take on your next vacation ✨

__A thread https://t.co/mkIPDcKxCI"
1680467639674753024,Missieee29,2023-07-16 06:41:21+00:00,"RT @amicahantonioo: teume students who are currently on their vacation and teumes who are working, please don’t worry kung first time niyo…"
1680467634117132288,brookie6852,2023-07-16 06:41:20+00:00,Poor Tana! Give this man a vacation. Give his nonexistent knees a break. Hope he’s moving better than he was a few weeks ago. #G1CLIMAX33
1680467609257385985,FakhitahHussin,2023-07-16 06:41:14+00:00,"RT @maisara_humaira: Comfy, stylish and affordable Puma sneakers to take on your next vacation ✨

__A thread https://t.co/mkIPDcKxCI"
1680467606300655617,ilikekyuuu,2023-07-16 06:41:13+00:00,"RT @amicahantonioo: teume students who are currently on their vacation and teumes who are working, please don’t worry kung first time niyo…"
1680467603414761472,earloftiramisu,2023-07-16 06:41:12+00:00,RT @PanasonicDX4500: If we’re doing living wage discourse again I’ll reiterate that at a minimum anyone working a full time job should be a…
1680467588122390528,Dorothy_7973,2023-07-16 06:41:09+00:00,RT @itsremieex: I wake up 5am everyday.. can’t catch a break thou.. ain’t no vacation
1680467567033614336,Crimsonnes_art,2023-07-16 06:41:04+00:00,"@FortunateOmen @Rabbi3d @Elme46012236 Thank you so much for recommending me, Omen 😭😭❗ Yes. I'm currently in vacation sadly. &lt;/3"
1680467561169788928,fenhawke,2023-07-16 06:41:02+00:00,RT @omniwitchbb: I’ve officially begun to lose my left eye’s vision I am legally blind and it’s only about to get worse—i won’t be able to…
1680467528936464385,Zumba_innit,2023-07-16 06:40:55+00:00,"RT @BarcaUniversal: During his vacation, Pedri spent 5 weeks in the 'Tenerife Top Training' gym, following a special physical plan prepared…"
1680467491984756736,jeauxso,2023-07-16 06:40:46+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467487379591168,AlumPotash,2023-07-16 06:40:45+00:00,RT @alexxmalloy: love being the first person awake on vacation because now i’m sitting on the beach having coffee by myself like i’m in a d…
1680467477388759040,JenniferChauvin,2023-07-16 06:40:42+00:00,RT @PanasonicDX4500: If we’re doing living wage discourse again I’ll reiterate that at a minimum anyone working a full time job should be a…
1680467442894528512,salamibae,2023-07-16 06:40:34+00:00,sleeping in the car on the way to vacation is realising u have to deal with jumpscares u wake up from (ur mom is randomly screaming)
1680467436615897088,Bjustintime,2023-07-16 06:40:33+00:00,"RT @BarcaUniversal: During his vacation, Pedri spent 5 weeks in the 'Tenerife Top Training' gym, following a special physical plan prepared…"
