id,username,date,tweet
1680465140662116353,ruzharukiyag,2023-07-16 06:31:25+00:00,"RT @Gate_Nft: Brace yourself! $OPEPE NFT will bring you the best experience both reality and Crypto 🚀

Introducing an Exclusive @optimismpe…"
1680460989156798464,flbzh6,2023-07-16 06:14:55+00:00,"RT @aleaguewomen: Welcome to Brisbane, @TheMatildas! 🛬 👋

The squad arrived at their @FIFAWWC base camp in Queensland yesterday and were we…"
1680458535157772288,7NewsMelbourne,2023-07-16 06:05:10+00:00,Go inside the Aussies’ green-and-gold hotel as the players offer a sneak peek into life at the FIFA Women’s World C… https://t.co/qsLwoQoBxV
1680458330014195712,comicodigy,2023-07-16 06:04:21+00:00,Who remembers when Marvel green screened a hotel room and a gun for Samuel L Jackson's scenes in Far From Home as i… https://t.co/o9FqZNEnN7
1680451901244973056,litmus__green,2023-07-16 05:38:49+00:00,The gin is in my system hand me the neutral milk hotel
1680439305477693440,Dago88Dago,2023-07-16 04:48:46+00:00,"😁🤭hotel whose force never step special paper later green 
  #开云体育 #乐鱼体育 #百家乐 #ag真人 #亚博体育 #火狐体育 #江南体育 #雷火电竞 #暴富… https://t.co/Bcukq1ZSs4"
1680417858470260736,TOMOLANEW,2023-07-16 03:23:32+00:00,"RT @aleaguewomen: Welcome to Brisbane, @TheMatildas! 🛬 👋

The squad arrived at their @FIFAWWC base camp in Queensland yesterday and were we…"
1680415742292893697,FlameEstate,2023-07-16 03:15:08+00:00,Green dwellings #flametreeestate.com #kandy #hotel #srilanka #boutique https://t.co/eodbHxSqZF
1680405192985182209,wests_glory,2023-07-16 02:33:13+00:00,"RT @aleaguewomen: Welcome to Brisbane, @TheMatildas! 🛬 👋

The squad arrived at their @FIFAWWC base camp in Queensland yesterday and were we…"
1680404520122331137,ICECOLDKOP,2023-07-16 02:30:32+00:00,"RT @aleaguewomen: Welcome to Brisbane, @TheMatildas! 🛬 👋

The squad arrived at their @FIFAWWC base camp in Queensland yesterday and were we…"
1680403500315049984,Greninja24A,2023-07-16 02:26:29+00:00,"@theSnyderKnight Well, on a green screen, you have infinite more options. Don’t like the wallpaper choice? Boom. Ed… https://t.co/0Xt4a9Dvy8"
1680383917486899206,kjenkins78,2023-07-16 01:08:40+00:00,@DruryHotels should show more respect to our military and those that serve and instead of harassing them try honori… https://t.co/Ucxdi0Rzof
1680383914756435969,kjenkins78,2023-07-16 01:08:39+00:00,"@DruryHotels should be ashamed of their hotel in Bowling Green, Ky. We were there for a baseball tournament and at… https://t.co/KvrKNuPeT3"
1680378662602829825,heyNFTstephanie,2023-07-16 00:47:47+00:00,"RT @ILoveBluePlanet: Bird’s Nest Resort a green-minded hotel, with lodges perched on the hillside, where you can stay amongst the trees in…"
1680378263867195397,thwarted,2023-07-16 00:46:12+00:00,RT @thwarted: You've landed on the green Pacific Ave property.  I have one hotel there. You owe me $1275 in rent. https://t.co/RuMe6A4qO7
1680373716163899392,LGHR,2023-07-16 00:28:08+00:00,"RT @aleaguewomen: Welcome to Brisbane, @TheMatildas! 🛬 👋

The squad arrived at their @FIFAWWC base camp in Queensland yesterday and were we…"
1680367678723162113,jamielawtherr,2023-07-16 00:04:08+00:00,@elgobsucram Hotel near St Stephen’s Green? 🤣
1680363060010315777,Green_Tripper,2023-07-15 23:45:47+00:00,"RT @SyLicoNgaAko: And the friends that he keep...

Singapore’s transport minister S Iswaran has been arrested in connection with a rare top…"
1680359978421436416,thetaxpayer1,2023-07-15 23:33:33+00:00,@calmecam @CarlJuneau1 Nobody should be riding in a limo 4 blocks from their hotel and billing us 71 grand. Don’t c… https://t.co/ZACNoS7Lgt
1680359418809180160,aleaguewomen,2023-07-15 23:31:19+00:00,"Welcome to Brisbane, @TheMatildas! 🛬 👋

The squad arrived at their @FIFAWWC base camp in Queensland yesterday and w… https://t.co/WZs9lKOAtK"
1680356505818910720,sblogga,2023-07-15 23:19:45+00:00,"This Liberal is taking the Stamps over the Green Machine. Even as BC Lions rivals, I've got a soft spot for the com… https://t.co/WTiBSeXuDP"
1680353275227381761,BenJamminWalker,2023-07-15 23:06:54+00:00,"RT @BenJamminWalker: Yet another Tory MP spreading fake news.

In reality plans by EPR Architects to turn the former headquarters of London…"
1680336532123668484,Bernd_yes,2023-07-15 22:00:23+00:00,@koolk123456 Looks like a green hotel
1680308386846367744,Candice__Green,2023-07-15 20:08:32+00:00,RT @von_Bismack: It's now confirmed from my end that Senior Jusitces of the supreme Court are stranded in their hotel in London because the…
1680301733895872514,CIWW_Default,2023-07-15 19:42:06+00:00,"RT @CIWW_Wrestling: 👊MAIN EVENT👊

It’s a Guernsey Grudge Match!

‘The Retrowave Sensation’ Chris Murphy takes on his old pal Bobby Black!…"
