id,username,date,tweet
1680468031397412866,MartynB60,2023-07-16 06:42:54+00:00,"RT @brexcyclopaedia: This ""super duper"" trade deal worth 0.08% of GDP against -4% lost from Brexit so far. And it will reduce food quality…"
1680467879286951937,Silverspectre89,2023-07-16 06:42:18+00:00,"RT @Vinamralongani: Full marks to the team at @AkasaAir for the presentation and quality of food onboard my flight to #Mumbai.
The instawor…"
1680467538843426821,buffy2809,2023-07-16 06:40:57+00:00,@KemiBadenoch Let’s remember this when your bleating on about “ climate crisis” how many miles everything is being… https://t.co/eKoRpJl1KF
1680467287806218241,gandu123_,2023-07-16 06:39:57+00:00,"@somnath1978 Better food, better neighbours, cheap housekeeping help, quality time with friends. I took concious de… https://t.co/kEtr9jSMJh"
1680467229031428096,kamangkasming,2023-07-16 06:39:43+00:00,"RT @Naveen_Srini_: 10 Habits that will make you smarter:

1.  Exercise
2.  Meditate 
3.  Ask questions
4.  Read Read Read 
5.  Eat healthy…"
1680467189739016193,njkellynj,2023-07-16 06:39:34+00:00,"RT @RealJasonNelson: The Biden regime warns you of coming global heat waves by removing your a/c?
Air conditioning has saved untold lives,…"
1680467042435047424,VenetiaCastigl,2023-07-16 06:38:59+00:00,@PoliticalGraham @BooksHayloft @premnsikka @Ste16063620 True. That is why the % hike looks so high. The UK has a lo… https://t.co/c3fTiO7Tn0
1680466802919505920,yash_sonii,2023-07-16 06:38:02+00:00,@burgerkingindia Hello I Ordered Food Via Zomato In Burger King @burgerkingindia The Food Quality Is Very Poor &amp; Al… https://t.co/TkeLpndEWE
1680466703870828544,Stellafeng12,2023-07-16 06:37:38+00:00,"Food grade kraft board + PE/PLA  coating. (single or double side coating both accept ) based on white kraft paper,… https://t.co/5he5mlyVy4"
1680466340723785728,ThembaniNdaba,2023-07-16 06:36:11+00:00,"RT @Vil_Ambassador: Russell Zuma, Gaba Canal, George Lesley and Coco SA makes great quality music

Thank you bafethu for the food you've be…"
